model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
Golden Empire CL10-10-10 D3-1866 4GB,DDR3,11700,4,,
Kingston KHX1866C10S3L/8G 8GB,DDR3,11650,8,,
Korea Uhbele International Group Ltd. DDS3 1600K 4GB LV 4GB,DDR3,11500,4,,
Corsair CMD8GX3M2A2133C8 4GB,DDR3,14300,4,,
Corsair CMG4GX3M2A1600C7 2GB,DDR3,14100,2,,
Essencore Limited IMT451U6MFR8Y-AB1 4GB,DDR3,13900,4,,
Corsair CMD16GX3M4B2133C9 4GB,DDR3,13850,4,,
Apacer Technology 78.A1GC6.9K1 2GB,DDR3,13650,2,,
Mushkin 994127S 4GB,DDR3,13400,4,,
G Skill Intl F3-14900CL9-4GBSR 4GB,DDR3,13400,4,,
A-DATA Technology AO2L16BC8R2-BTES 8GB,DDR3,13300,8,,
Golden Empire CL11-11-11 D3-2133 4GB,DDR3,13300,4,,
Mushkin 991805 (996805) 2GB,DDR3,13200,2,,
AMD AG34G2130U1 4GB,DDR3,13200,4,,
Crucial Technology BL25664TB1608.16FF 2GB,DDR3,13150,2,,
Corsair CMZ8GX3M2A2400C10 4GB,DDR3,13150,4,,
G Skill Intl F3-12800CL7-2GBRH 2GB,DDR3,13100,2,,
Corsair CMD16GX3M2A2133C9 8GB,DDR3,13100,8,,
Mushkin 991659 2GB,DDR3,13050,2,,
Kingston 9905403-155.A00LF 8GB,DDR3,13000,8,,
Crucial Technology BLE4G3D1869DE1TX0. 4GB,DDR3,13000,4,,
Mushkin 992073 (997073) 8GB,DDR3,12950,8,,
Mushkin 994132 8GB,DDR3,12850,8,,
Mushkin 994070 8GB,DDR3,12850,8,,
Team Group Inc. TEAMGROUP-UD3-2133 4GB,DDR3,12800,4,,
Mushkin 994069S 8GB,DDR3,12750,8,,
Kingston KHX1866C11S3L/4G 4GB,DDR3,12750,4,,
Mushkin 993999 4GB,DDR3,12600,4,,
Corsair CMZ16GX3M4A1866C9 4GB,DDR3,12500,4,,
G Skill Intl F3-14900CL9-4GBZL 4GB,DDR3,12500,4,,
Corsair CMD32GX3M4A1866C9 8GB,DDR3,12100,8,,
Corsair CM3B8G2H1866K10S 8GB,DDR3,12000,8,,
G Skill Intl F3-2133C11-4GRSL 4GB,DDR3,11950,4,,
G Skill Intl F3-17000CL9-2GBZH 2GB,DDR3,11450,2,,
Samsung M393B1K73DH0-CK0 8GB,DDR3,10950,8,,
A-DATA Technology AM2U16BC8R2-B06S 8GB,DDR3,10850,8,,
Samsung M391B5273DH0-YK0 4GB,DDR3,10550,4,,
G Skill Intl F3-2666C11-4GZHD 4GB,DDR3,14050,4,,
Kingmax Semiconductor FLIE86F-C8KK9A 2GB,DDR3,13700,2,,
Corsair CMY8GX3M2B2133C11 4GB,DDR3,13700,4,,
G Skill Intl F3-12800CL7-4GBSR 4GB,DDR3,13650,4,,
Hynix Semiconductor (Hyundai Electronics) MPPU4GB16008Chips 4GB,DDR3,13500,4,,
Patriot Memory (PDP Systems) 2400C10 Series 8GB,DDR3,13450,8,,
Corsair CMD8GX3M2A2666C11 4GB,DDR3,13250,4,,
Kingston 99U5403-082.A00LF 8GB,DDR3,13150,8,,
G Skill Intl F3-2133C10-8GSR 8GB,DDR3,13150,8,,
Kingston KHX1600D3/8G 8GB,DDR3,13150,8,,
Patriot Memory (PDP Systems) 2133 CL11 Series 4GB,DDR3,13150,4,,
AMD AP38G1338U2K 4GB,DDR3,13100,4,,
Mushkin 994072 8GB,DDR3,13100,8,,
Kingston KHX1866C9D3/8GX 8GB,DDR3,13100,8,,
Mushkin 996946 2GB,DDR3,13050,2,,
G Skill Intl F3-2133C11-8GXL 8GB,DDR3,13000,8,,
Kingston EBJ81UG8BBW0-GN-F 8GB,DDR3,12800,8,,
G Skill Intl F3-2133C11-8GZL 8GB,DDR3,12650,8,,
Mushkin 994056 4GB,DDR3,12500,4,,
Kingston KHX1866C10S3L/4G 4GB,DDR3,12450,4,,
OCZ OCZ3X1600LV2G 2GB,DDR3,12300,2,,
Micron Technology 8KTF51264HZ-1G9P2 4GB,DDR3,12200,4,,
Mushkin 993997 4GB,DDR3,12150,4,,
Crucial Technology CT102464BD186D 8GB,DDR3,12150,8,,
Kingston KHX2133C11S3L/4G 4GB,DDR3,12050,4,,
Corsair CMY32GX3M4B2133C11 8GB,DDR3,12000,8,,
A-DATA Technology DDR3 2000G 2GB,DDR3,11950,2,,
Crucial Technology BLS4G3N18AES4.16FK 4GB,DDR3,11950,4,,
Crucial Technology BLS4G3N18AES4.16FE 4GB,DDR3,11850,4,,
Corsair CML16GX3M4A1866C9 4GB,DDR3,11750,4,,
Micron Technology 16JTF51264AZ-1G4J1 4GB,DDR3,11450,4,,
G Skill Intl F3-10666CL9-8GBZL 8GB,DDR3,11250,8,,
takeMS International AG TMS4GB364E081139EM 4GB,DDR3,10950,4,,
SK Hynix HMT31GR7CFR4A-PB 8GB,DDR3,10400,8,,
G Skill Intl F3-2400C11-4GAB 4GB,DDR3,14400,4,,
Crucial Technology BLT2G3D1869DT1TX0. 2GB,DDR3,14000,2,,
OCZ OCZ3X1600R2LV2G 2GB,DDR3,13900,2,,
Crucial Technology BL51264RF160A.16FH 4GB,DDR3,13650,4,,
Mushkin 994010 4GB,DDR3,13450,4,,
takeMS International AG TMS4GB364E08116BEE 4GB,DDR3,13350,4,,
Crucial Technology BL25664TB1337.16FF 2GB,DDR3,13300,2,,
Avexir Technologies Corporation DDR3-2133 CL11 4GB 4GB,DDR3,13250,4,,
Team Group Inc. Vulcan-2400 4GB,DDR3,13250,4,,
Essencore Limited IMT41GU6MFR8W-TA2 8GB,DDR3,13200,8,,
AMD AV34G1601U2 4GB,DDR3,13200,4,,
Corsair CMZ8GX3M2Q1866C9 4GB,DDR3,13150,4,,
Corsair CMD16GX3M2A1866C9 8GB,DDR3,13150,8,,
Avant Technology F6451U64F1600G 4GB,DDR3,13000,4,,
OCZ OCZ3P1600C9ELV2G 2GB,DDR3,12900,2,,
Carry Technology Co. Ltd. U3A8G93-16GBCN2B00 8GB,DDR3,12700,8,,
Golden Empire CL9-10-9 DDR3-1866 4GB,DDR3,12650,4,,
Carry Technology Co. Ltd. U3A4G83-16G9BE1B00 4GB,DDR3,12650,4,,
SanMax Technologies Inc. 8G28N1P-16KL-BK8 8GB,DDR3,12650,8,,
Corsair CMT4GX3M2A2000C8 2GB,DDR3,12550,2,,
Crucial Technology BLE4G3D213ACE1TX0. 4GB,DDR3,12550,4,,
Micron Technology 8KTF51264HZ-1G9E2 4GB,DDR3,12500,4,,
Corsair CMD32GX3M4A1866C10 8GB,DDR3,12400,8,,
G Skill Intl F3-12800CL6-2GBPI 2GB,DDR3,12200,2,,
Team Group Inc. Xtreem-LV-2400 4GB,DDR3,12150,4,,
Corsair CMZ16GX3M4X2133C11 4GB,DDR3,12150,4,,
Kingston 9905403-140.A00LF 2GB,DDR3,12050,2,,
Kingston X7C75G-HYC 4GB,DDR3,12000,4,,
G Skill Intl F3-12800CL8-2GBECO 2GB,DDR3,11750,2,,
Mushkin 994015 4GB,DDR3,11700,4,,
Silicon Power Computer & Communications DCLT4GN568S 4GB,DDR3,11050,4,,
Essencore Limited IMT451U6MFR8Y-EC1 4GB,DDR3,10850,4,,
Mushkin 99[2/7/4]166(F/R} 4GB,DDR3,13950,4,,
Crucial Technology BLE2G3D1608DE1TX0. 2GB,DDR3,13900,2,,
Corsair CMY8GX3M2A2800C12 4GB,DDR3,13750,4,,
SanMax Technologies Inc. SMD-8G28C2G-16K 8GB,DDR3,13250,8,,
Hynix Semiconductor (Hyundai Electronics) HMT41GU7,DDR3,13200,HMT41GU7,,
PNY Electronics 8GBH2X04F91927-15 8GB,DDR3,13200,8,,
Mushkin 994074 8GB,DDR3,13200,8,,
"PNY Technologies, Inc. 8GBH2X04F1AA28-15 8GB",DDR3,13000,8,,
AMD AE38G1601U2 8GB,DDR3,12950,8,,
Golden Empire CL11-13-13 D3-2400 4GB,DDR3,12950,4,,
G Skill Intl F3-12800CL7-4GBZM 4GB,DDR3,12900,4,,
Mushkin 992092 (997092) 4GB,DDR3,12850,4,,
Team Group Inc. Xtreem-LV-2000 2GB,DDR3,12850,2,,
Mushkin 992007 (997007) 4GB,DDR3,12800,4,,
Corsair CMY16GX3M2B2133C11 8GB,DDR3,12800,8,,
PNY Electronics 4GBH2X02E99924-165 4GB,DDR3,12750,4,,
Crucial Technology CT102464BD160B 8GB,DDR3,12750,8,,
G Skill Intl F3-2133C10-4GXM 4GB,DDR3,12750,4,,
Patriot Memory (PDP Systems) PSD32G16002 2GB,DDR3,12650,2,,
Corsair CMZ8GX3M1A1866C10 8GB,DDR3,12650,8,,
SanMax Technologies Inc. SMD-8G28H1P-16K 8GB,DDR3,12550,8,,
Kingston 9905403-455.A00LF 4GB,DDR3,12500,4,,
Kingston KHX2400C11D3/2GX 2GB,DDR3,12450,2,,
G Skill Intl F3-1866C10-8GXL 8GB,DDR3,12450,8,,
SK Hynix JICRBOOAN-8G1600PC 8GB,DDR3,12350,8,,
G Skill Intl F3-1866C10-8GZM 8GB,DDR3,12250,8,,
Corsair CMSX16GX3M2B1866C1 8GB,DDR3,11850,8,,
Transcend Information TS9W9NESD-I 8GB,DDR3,11800,8,,
Corsair CML32GX3M4A1866C10 8GB,DDR3,11700,8,,
G Skill Intl F3-12800CL8-4GBZH 4GB,DDR3,11650,4,,
Corsair CMZ32GX3M8X1600C9 4GB,DDR3,11250,4,,
Corsair CMZ64GX3M8A1600C9 8GB,DDR3,11100,8,,
Samsung M392B1K70DM0-CK0 8GB,DDR3,10650,8,,
Samsung M393B1G73BH0-CMA 8GB,DDR3,10550,8,,
Kingston 9965433-171.A00LF 8GB,DDR3,10450,8,,
SK Hynix HMT41GR7AFR4A-PB 8GB,DDR3,10450,8,,
Samsung M393B1K70CHD-MA 8GB,DDR3,10250,8,,
Corsair CMY8GX3M2A2666C11 4GB,DDR3,13550,4,,
Team Group Inc. ZEUS-1600 4GB,DDR3,13400,4,,
Apacer Technology 78.C1GET.AU10C 8GB,DDR3,13250,8,,
Mushkin 992102 (997102) 8GB,DDR3,13250,8,,
AMD R934G2130U1S 4GB,DDR3,13200,4,,
Wiliot 08G-D3-2400-MR 4GB,DDR3,13200,4,,
Mushkin 99[1/6/3]996(F) 4GB,DDR3,13100,4,,
Samsung 1600 CL10 Series 8GB,DDR3,13100,8,,
G Skill Intl F3-17000CL11-4GBSR 4GB,DDR3,13100,4,,
Corsair CMY8GX3M2A2133C11 4GB,DDR3,13050,4,,
G Skill Intl F3-2133C11-4GAO 4GB,DDR3,13000,4,,
G Skill Intl F3-14900CL9-4GBXL 4GB,DDR3,12950,4,,
G Skill Intl F3-1866C9-8GSR 8GB,DDR3,12950,8,,
Mushkin 992046 (997046) 4GB,DDR3,12900,4,,
G Skill Intl F3-12800CL8-4GBRM 4GB,DDR3,12900,4,,
Ramsta Ramsta-1600MHz-8G 8GB,DDR3,12900,8,,
Corsair CM3X4GAD1600C9A4 4GB,DDR3,12850,4,,
Swissbit SLN04G64E1BQ2SA-DC 4GB,DDR3,12850,4,,
G Skill Intl F3-1600C8-4GAB 4GB,DDR3,12850,4,,
Kingston KHX1866C10D3/8G 8GB,DDR3,12800,8,,
Kingston KHX2133C11D3/4GX 4GB,DDR3,12800,4,,
A-DATA Technology DDR3 2600G 2OZ 4GB,DDR3,12750,4,,
Apacer Technology 78.CAGL0.9K10C 8GB,DDR3,12750,8,,
G Skill Intl F3-12800CL9-4GBX 4GB,DDR3,12700,4,,
Mushkin 992070 (997070) 8GB,DDR3,12650,8,,
Mushkin 992104 (997104) 8GB,DDR3,12650,8,,
Kingston 9905403-443.A00LF 4GB,DDR3,12600,4,,
Mushkin 992110S (997110S) 8GB,DDR3,12500,8,,
Crucial Technology BLS8G3D18ADS3.16FE 8GB,DDR3,12500,8,,
G Skill Intl F3-2133C10-4GAB 4GB,DDR3,12450,4,,
Avant Technology F641GU97F1600G 8GB,DDR3,12450,8,,
A-DATA Technology DDR3 2133 2OZ 4GB,DDR3,12450,4,,
Hynix Semiconductor (Hyundai Electronics) HMT451S6BFR8A-RD 4GB,DDR3,12400,4,,
Crucial Technology CT25664BA160B.C16F 2GB,DDR3,12200,2,,
Kingston X300KG-HYB 4GB,DDR3,12050,4,,
Avant Technology H642GU42G1600G 16GB,DDR3,12000,16,,
Corsair CMZ32GX3M4A1866C9 8GB,DDR3,12000,8,,
Hynix Semiconductor (Hyundai Electronics) HMT351U7CFR8C-PB 4GB,DDR3,11950,4,,
Mushkin 994071 8GB,DDR3,11950,8,,
G Skill Intl F3-12800CL9-4GBZL 4GB,DDR3,11950,4,,
Kingston KHX1866C11S3/8G 8GB,DDR3,11600,8,,
Samsung M391B5173QH0-CMA 4GB,DDR3,11500,4,,
Mushkin 994123R 8GB,DDR3,11400,8,,
Transcend Information TX2000KLN-8GK 4GB,DDR3,11100,4,,
Kingston 9965516-130.A00LF 8GB,DDR3,10450,8,,
Kingston AM472D3LD4P13C9EC 8GB,DDR3,9950,8,,
A-DATA Technology DDR3 1866 2OZ 4GB,DDR3,13900,4,,
Kingston KHX2666C11D3/4GX 4GB,DDR3,13700,4,,
Kingston KHX31600C10F/8G 8GB,DDR3,13550,8,,
PUSKILL DDR3 1600 8G 8GB,DDR3,13350,8,,
Mushkin 99[2/7/4]181(F/R) 4GB,DDR3,13250,4,,
Essencore Limited IM38GU48C16-999HM 8GB,DDR3,13200,8,,
Carry Technology Co. Ltd. U3A4G83-16G9LN2B00 4GB,DDR3,13150,4,,
Avexir Technologies Corporation DDR3-2933 CL12 4GB 4GB,DDR3,13050,4,,
Golden Empire CL11-13-13 D3-2666 4GB,DDR3,13050,4,,
Kingston KHX2X2X211D3/4GX 4GB,DDR3,13000,4,,
Corsair CM3X8GA1600C11V2 8GB,DDR3,13000,8,,
Mushkin 992056 (997056) 4GB,DDR3,12950,4,,
Nanya Technology M2X4G64CB8HGMN-DG 4GB,DDR3,12950,4,,
Kingston KHX1866C11D3L/4G 4GB,DDR3,12900,4,,
V-Color Technology Inc. TD8G16C9-OC16AK 8GB,DDR3,12900,8,,
Crucial Technology BLT8G3D1869DT1TX0. 8GB,DDR3,12900,8,,
Team Group Inc. Quad-Dark-1600 4GB,DDR3,12850,4,,
Transcend Information JM1600KLN-8GK 4GB,DDR3,12800,4,,
Mushkin 99[2/7/4]083(F/R) 4GB,DDR3,12750,4,,
Kingston 9905403-143.A00G 8GB,DDR3,12750,8,,
Team Group Inc. Xteem-LV-1866 4GB,DDR3,12750,4,,
G Skill Intl F3-2133C9-4GXL 4GB,DDR3,12750,4,,
Crucial Technology BLS4G3D169DS3.16FP 4GB,DDR3,12700,4,,
Crucial Technology BLS4G3D169DS3.16FN 4GB,DDR3,12650,4,,
G Skill Intl F3-12800CL8-2GBXM 2GB,DDR3,12550,2,,
Kingmax Semiconductor FLGF65F-C8KJ9A 4GB,DDR3,12550,4,,
Centon Electronics SPD0288 8GB,DDR3,12550,8,,
Corsair CMZ8GX3M2A2133C11 4GB,DDR3,12550,4,,
Crucial Technology BLS4G3D1609ES2LX0. 4GB,DDR3,12550,4,,
G Skill Intl F3-2133C10-8GXM 8GB,DDR3,12550,8,,
Corsair CMP8GX3M2A1600C8 4GB,DDR3,12500,4,,
Kingston 9905403-178.A00LF 2GB,DDR3,12500,2,,
Samsung 2133 CL11 Series 8GB,DDR3,12500,8,,
Kingston KHX2133C11D3/8GX 8GB,DDR3,12500,8,,
Corsair CM3X8GA1866C10L4 8GB,DDR3,12450,8,,
Kingston K66GKY-ETF 8GB,DDR3,12450,8,,
SanMax Technologies Inc. SMD3-U8G28HA-16K 8GB,DDR3,12400,8,,
Mushkin 991987 (996987) 4GB,DDR3,12400,4,,
Crucial Technology BLS4G3D169DS3.16FK 4GB,DDR3,12350,4,,
Avexir Technologies Corporation DDR3-1600 CL10 8GB,DDR3,12350,8,,
Kingston KHX1866C11D3/4G 4GB,DDR3,12350,4,,
Corsair CMD32GX3M4A1600C7 8GB,DDR3,12300,8,,
Corsair CMT32GX3M4X1866C9 8GB,DDR3,12250,8,,
Micron Technology 18JSF51272AZ-1G6K1 4GB,DDR3,12200,4,,
Mushkin 994050 8GB,DDR3,12100,8,,
Kingston KHX2133C11D3/2GX 2GB,DDR3,12100,2,,
AMD R538G1601U2S-UO 8GB,DDR3,12100,8,,
Corsair CMZ24GX3M6A1600C9 4GB,DDR3,12100,4,,
G Skill Intl F3-14900CL10-8GBZL 8GB,DDR3,12050,8,,
Panram International Corporation PUD31600C98G2NJK 8GB,DDR3,12000,8,,
Samsung M471J 8GB,DDR3,11900,8,,
Nanya Technology NT4GC72B8PG0NF-DI 4GB,DDR3,11900,4,,
Patriot Memory (PDP Systems) P34G169UH 4GB,DDR3,11850,4,,
Kingston 99P5471-049.A00LF 4GB,DDR3,11850,4,,
Kingston 9905402-187.A00LF 2GB,DDR3,11800,2,,
G Skill Intl F3-12800CL6-2GBXH 2GB,DDR3,11650,2,,
Micron Technology 36JSF51272PZ-1G6G1 4GB,DDR3,11250,4,,
SanMax Technologies Inc. 8G28N1P-16K 8GB,DDR3,11200,8,,
Corsair CMX12GX3M3A2000C9 4GB,DDR3,11150,4,,
G Skill Intl F3-16000CL9-2GBTDD 2GB,DDR3,11000,2,,
SK Hynix HMT31GR7EFR4C-RD 8GB,DDR3,10700,8,,
Kingston 9965516-070.A00LF 8GB,DDR3,10550,8,,
Mushkin 994018 8GB,DDR3,10500,8,,
Samsung M392B1K70CM0-YH9 8GB,DDR3,10500,8,,
Kingston 9905403-562.A00G 8GB,DDR3,10450,8,,
Samsung M393B2G70DB0-CK0 16GB,DDR3,10000,16,,
Essencore Limited IMT451U6MFR8C-P90 4GB,DDR3,13150,4,,
Kingston 9905403-598.A00LF 8GB,DDR3,12950,8,,
Apacer Technology 78.CAGGT.DFK0C 8GB,DDR3,12900,8,,
Apacer Technology G02.02241H.001 8GB,DDR3,12850,8,,
A-DATA Technology AM2U16BC4P2-B01S 4GB,DDR3,12750,4,,
Corsair CMP16GX3M2X1866C9 8GB,DDR3,12650,8,,
Corsair CMT4GX3M2A1866C9 2GB,DDR3,12650,2,,
Corsair CMD8GX3M2A1866C9 4GB,DDR3,12650,4,,
G Skill Intl F3-12800CL8-4GBXM 4GB,DDR3,12650,4,,
G Skill Intl F3-2133C10-8GAB 8GB,DDR3,12650,8,,
Nanya Technology M2F8G64CB8HC5N-DI 8GB,DDR3,12650,8,,
Kingston 9905403-126.A02LF 2GB,DDR3,12600,2,,
Corsair CMP4GX3M2C1600C7 2GB,DDR3,12550,2,,
AMD AP38G1869U2S 8GB,DDR3,12550,8,,
Crucial Technology BLT4G3D1869DT1TX0. 4GB,DDR3,12550,4,,
SK Hynix HMT41GU7BFR8C-RD 8GB,DDR3,12500,8,,
Century Micro Inc. CENTURY HQ MEMORY 1GB,DDR3,12450,1,,
G Skill Intl F3-12800CL7-4GBXH 4GB,DDR3,12400,4,,
Avexir Technologies Corporation [V.I.V] 8GB,DDR3,12400,8,,
Mushkin 998995 4GB,DDR3,12350,4,,
Avexir Technologies Corporation DDR3-1866 CL9 8GB 8GB,DDR3,12350,8,,
TwinMOS 9DSDBNZC-5AMP 4GB,DDR3,12350,4,,
Kingston 9905471-070.A00LF 8GB,DDR3,12300,8,,
Golden Empire CL8-8-8 DDR3-1600 2GB,DDR3,12250,2,,
Corsair CMSX8GX3M2A1866C10 4GB,DDR3,12250,4,,
Gold Key Technology Co Ltd GKH800UD51208-1600 8GB,DDR3,12250,8,,
Mushkin 992125 (997125) 8GB,DDR3,12200,8,,
G Skill Intl F3-2133C11-8GAR 8GB,DDR3,12150,8,,
Kingston X300KG-HYA 4GB,DDR3,12000,4,,
Micron Technology 18JSF1G72AZ-1G9P1 8GB,DDR3,11950,8,,
Corsair CMP16GX3M4X1600C7 4GB,DDR3,11900,4,,
A-DATA Technology AM2U16BC4P2-B05J 4GB,DDR3,11850,4,,
Crucial Technology CT51264BD160B.M16F 4GB,DDR3,11850,4,,
SK Hynix HMT41GS6BFR8A-RD 8GB,DDR3,11850,8,,
Kingston 9905403-545.A00LF 4GB,DDR3,11700,4,,
Crucial Technology CT8G3S186DM.C16FN 8GB,DDR3,11700,8,,
Kingston M04GD16P1600C11 4GB,DDR3,11700,4,,
Corsair CMP16GX3M4X1866C9 4GB,DDR3,11650,4,,
Corsair CMSX8GX3M2B2133C11 4GB,DDR3,11600,4,,
Crucial Technology CT51264BF160B.D16F 4GB,DDR3,11600,4,,
Samsung M471B5273DM0-CK0 4GB,DDR3,11600,4,,
Kingston KHX1866C9D3/2GX 2GB,DDR3,11550,2,,
Kingmax Semiconductor FLGF65F-C8KK9A 4GB,DDR3,11500,4,,
OCZ OCZ3OB1600LV2G 2GB,DDR3,11500,2,,
Kingston 9965525-153.A00LF 8GB,DDR3,11400,8,,
A-DATA Technology AM2U139C2P1-B00S 2GB,DDR3,10950,2,,
Kingston 9965413-013.A01LF 4GB,DDR3,10500,4,,
Micron Technology 36JDZS1G72PZ-1G4D1 8GB,DDR3,10050,8,,
Kingston 9965516-112.A00LF 16GB,DDR3,9450,16,,
G Skill Intl F3-2933C12-4GTXDG 4GB,DDR3,13800,4,,
A-DATA Technology DDR3 2933 2OZ 4GB,DDR3,13350,4,,
G Skill Intl F3-14900CL9-2GBXM 2GB,DDR3,13300,2,,
Carry Technology Co. Ltd. U3A8GA3-16GBHT3B00 8GB,DDR3,13100,8,,
Corsair CM3B4G2C1600L11B 4GB,DDR3,13050,4,,
AMD AE34G1609U2 4GB,DDR3,12950,4,,
Corsair CMD64GX3M8A2400C11 8GB,DDR3,12800,8,,
Transcend Information JM1600KLH-16GK 8GB,DDR3,12800,8,,
Kingston 99U5403-036.A00G 4GB,DDR3,12750,4,,
EVGA 16G-D3-1866-MR 8GB,DDR3,12700,8,,
Crucial Technology BLS4G3D1609DS1S00. 4GB,DDR3,12700,4,,
Crucial Technology CT2K102464BD160B 8GB,DDR3,12700,8,,
Kingston 99U5584-017.A00LF 4GB,DDR3,12650,4,,
A-DATA Technology DDR3 2000G 2OZ 4GB,DDR3,12600,4,,
Mushkin 992069S (997069S) 8GB,DDR3,12600,8,,
Kingston 9905471-056.A00LF 8GB,DDR3,12600,8,,
Ramos Technology EWB8GB681CA3-16IC 8GB,DDR3,12550,8,,
Kingmax Semiconductor FLGG45F-D8 8GB,DDR3,12550,8,,
Corsair CM3B4G2C1600L9 4GB,DDR3,12500,4,,
Kingston 9905403-409.A00LF 2GB,DDR3,12500,2,,
Kingston 99P5471-033.A00LF 8GB,DDR3,12500,8,,
Apacer Technology 78.C1GER.ATE0C 8GB,DDR3,12500,8,,
Kingston 9905413-013.A00LF 2GB,DDR3,12500,2,,
Kingston 9905584-022.A00LF 4GB,DDR3,12450,4,,
Ramaxel Technology RMR5040MM58F9F1600 4GB,DDR3,12450,4,,
TwinMOS 9DECCO4E-TATP 8GB,DDR3,12400,8,,
A Force Manufacturing Ltd. 51264Y160K 4GB,DDR3,12350,4,,
Corsair CML8GX3M2A2133C11 4GB,DDR3,12350,4,,
PNY Electronics 4GBH2X02F9B927-165 4GB,DDR3,12250,4,,
Ramaxel Technology RMR5040MM58E9F1600 4GB,DDR3,12250,4,,
Mushkin 991659B (996659B) 2GB,DDR3,12200,2,,
Nanya Technology M2P2G64CB8HC9N-DG 2GB,DDR3,12200,2,,
Mushkin 992105 (997105) 8GB,DDR3,12200,8,,
Kingston 9905403-684.A00LF 8GB,DDR3,12200,8,,
G Skill Intl F3-1866C9-8GXM 8GB,DDR3,12200,8,,
Kingston 9905403-448.A00LF 4GB,DDR3,12150,4,,
ISD Technology Limited IMT41GU6MFR8C-P90 8GB,DDR3,12150,8,,
G Skill Intl F3-12800CL7-4GBRH 4GB,DDR3,12100,4,,
Mushkin 99[2/7]177 4GB,DDR3,12100,4,,
Corsair CML16GX3M4X1600C7 4GB,DDR3,12100,4,,
Corsair CM3X8GA2133C11Y4 8GB,DDR3,12100,8,,
G Skill Intl F3-2133C10-4GSR 4GB,DDR3,12100,4,,
Kingston KHX1866C10D3/8GX 8GB,DDR3,12100,8,,
G Skill Intl F3-12800CL8-4GBECO 4GB,DDR3,12050,4,,
Kingston 9905403-097.A00LF 2GB,DDR3,12050,2,,
Kingston 9905403-478.B00LF 4GB,DDR3,12000,4,,
Mushkin 994102 8GB,DDR3,12000,8,,
Kingston 99U5471-035.A00LF 4GB,DDR3,11950,4,,
Essencore Limited IMT41GU6MFR8C-RA0 8GB,DDR3,11900,8,,
G Skill Intl F3-12800CL7-2GBXM 2GB,DDR3,11850,2,,
Corsair CMD16GX3M4A1600C7 4GB,DDR3,11800,4,,
Kingston 9905471-065.A00LF 8GB,DDR3,11800,8,,
Shanghai Kuxin Microelectronics Ltd NMUD380D81-1600C 8GB,DDR3,11800,8,,
Corsair CMD4GX3M2A1600C9 2GB,DDR3,11750,2,,
Silicon Power Computer & Communications DCLT4GN568O V1.1 4GB,DDR3,11750,4,,
SK Hynix HMT41GS6MFR8A-PB 8GB,DDR3,11750,8,,
Patriot Memory (PDP Systems) 186C0 V3 Series 8GB,DDR3,11700,8,,
Virtium Technology Inc. VL41D5263A-K0SQ-S1 4GB,DDR3,11600,4,,
Corsair CMD8GX3M2A1600C9 4GB,DDR3,11550,4,,
Corsair CMX8GX3M2A1600C11 4GB,DDR3,10950,4,,
Samsung M391B5773DH0-CK0 2GB,DDR3,10350,2,,
Crucial Technology BLE4G3D1608DE1TX0. 4GB,DDR3,12950,4,,
Apacer Technology 78.C1GG2.9K10C 8GB,DDR3,12900,8,,
Kingston KHX1600C9D3LK2/4GX 2GB,DDR3,12850,2,,
Carry Technology Co. Ltd. U3A8GA3-16GBHT2B00 8GB,DDR3,12750,8,,
Golden Empire CL9-10-9 D3-1866 8GB,DDR3,12750,8,,
Corsair CMD16GX3M4A2800C11 4GB,DDR3,12650,4,,
Team Group Inc. Xtreem-LV-2600 4GB,DDR3,12650,4,,
Kingston 9905471-071.A00LF 8GB,DDR3,12600,8,,
ISD Technology Limited IM38GU48C16-999HB 8GB,DDR3,12500,8,,
Heoriady M378B5273DH0-CK0 4GB,DDR3,12500,4,,
Kingston 9905403-525.A00LF 8GB,DDR3,12500,8,,
Crucial Technology BLS8G3N169ES4.16FN 8GB,DDR3,12450,8,,
Samsung Wiser1G73BH0-CK0 8GB,DDR3,12400,8,,
Kingston 9905474-032.A00LF 2GB,DDR3,12350,2,,
Gloway International (HK) STK3U1600C11081C 8GB,DDR3,12350,8,,
Patriot Memory (PDP Systems) 1866 CL10 Series 8GB,DDR3,12300,8,,
SanMax Technologies Inc. SMD-8G28NG-16K 8GB,DDR3,12250,8,,
Kingston 99U5471-032.A00LF 4GB,DDR3,12250,4,,
Patriot Memory (PDP Systems) 2000EL Series 2GB,DDR3,12250,2,,
G Skill Intl F3-1866C11-4GRSL 4GB,DDR3,12200,4,,
SanMax Technologies Inc. SMD-8G28NP-16K 8GB,DDR3,12200,8,,
Apacer Technology 78.CAGG0.9KK0C 8GB,DDR3,12200,8,,
Kingston 9905403-743.A00G 8GB,DDR3,12200,8,,
Corsair CMY32GX3M4A1866C9 8GB,DDR3,12200,8,,
Kingston 9905403-496.A00LF 4GB,DDR3,12150,4,,
Mushkin 992110 (997110) 8GB,DDR3,12150,8,,
Mushkin 994069 8GB,DDR3,12150,8,,
G Skill Intl F3-1600C9-4GSL 4GB,DDR3,12100,4,,
Apacer Technology 78.CAGF8.CPK0C 8GB,DDR3,12100,8,,
Kingston KHX1600C9D3/4G 4GB,DDR3,12100,4,,
Kingston ACR16D3LU1KNG/8G 8GB,DDR3,12050,8,,
Crucial Technology BLS4G3N169ES4.16FK 4GB,DDR3,12000,4,,
