Name,Socket,Chipset,MaxRAMSpeed,MemoryType,SupportedStorageInterfaces,SupportedFormFactors,Formfactor
Maxsun MS-Z170MD4 Turbo,LGA 1151,Intel Z170,DDR4 3200 MHz,,"SATA III, M.2 NVMe, PCIe NVMe","2.5-inch HDD, mSATA SSD, M.2 SSD",Micro-ATX
Asrock J4205-ITX,Onboard CPU,SOC,DDR3L 1600MHz,DDR3L,"SATA6G, M.2 (SATA & PCIe)",,Mini-ITX
Gigabyte GA-H270-HD3P,LGA 1151,Intel H270,DDR4 2400MHz,DDR4,"SATA III, M.2 (NVMe, SATA), PCIe NVMe","mSATA, M.2",ATX
Gigabyte GA-Z170X-Designare,LGA 1151,Intel Z170,DDR4 2400 MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD, U.2 SSD",ATX
Gigabyte Z390 Designare,LGA 1151,Intel Z390,DDR4 4600 (OC),DDR4,"SATA6Gb/s, M.2 NVMe, PCIe x4","mSATA, M.2, U.2, SATA",ATX
Asrock B150M Combo-G,LGA 1151,Intel B150,DDR4 2133 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2","2.5"" HDD, M.2 SSD",Micro-ATX
Biostar A70MD Pro,FM2+,AMD A70M,1866MHz,DDR3,"SATA III, PCIe NVMe",,Micro-ATX
Gigabyte GA-H170M-D3H DDR3,LGA 1151,Intel H170,DDR3 1600MHz (assuming it only supports DDR3),DDR3,"SATA III, PCIe NVMe",,Micro-ATX
Asus Z170-Premium,LGA 1151,Intel Z170,DDR4-3400MHz,DDR4,"SATA III, PCIe NVMe","m.2, M.2 (Key E), U.2",ATX
EVGA X79 Classified,LGA 2011,Intel X79,2400MHz,DDR3,"SATA III, PCIe","2.5"" and 3.5""",XL-ATX
Asrock H97 Anniversary,LGA 1150,Intel H97,DDR3 3200,DDR3,"SATA III, PCIe NVMe, M.2","2.5"", 3.5""",ATX
Asrock X299 Killer SLI/ac,LGA 2066,Intel X299,DDR4-4600 (or DDR5-4800),DDR4 or DDR5,"SATA III, PCIe NVMe, M.2, U.2, USB-C","2.5"" HDD, M.2 SSD, U.2 SSD",ATX
MSI H110M PRO-VHL,LGA 1151,Intel H110,DDR4 2400 MHz,DDR4 SDRAM,"SATA III, M.2 NVMe, PCIe x2","2.5"", 3.5""",Micro-ATX
MSI B360 Gaming Pro Carbon,LGA 1151,Intel B360,DDR4-2400,DDR4,"M.2 NVMe, SATA III, USB",,ATX
MSI Z170A-G43 Plus,LGA 1151,Intel Z170,DDR4-3400,DDR4,"SATA III, PCIe NVMe, M.2 (SATA and PCIe), U.2",,ATX
Asus Z170-WS,LGA 1151,Intel Z170,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2 SATA, M.2 PCIe","2.5"", 3.5"", mSATA, M.2",ATX
EVGA Z370 FTW,LGA 1151,Intel Z370,DDR4-2666,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", 3.5""",ATX
EVGA Z97 Classified,LGA 1150,Intel Z97,DDR3 3200MHz,DDR3,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD",E-ATX
Asrock Z270 Killer SLI,LGA 1151,Intel Z270,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5"", 3.5""",ATX
Gigabyte GA-970A-UD3 Rev. 1.0,AM3+,AMD 970,DDR3 2600MHz,DDR3,"SATA III, PCIe x2 (for NVMe and AHCI), IDE","2.5-inch HDD, M.2 SSD, mSATA SSD, UEFI flash drive",ATX
Asus ROG Maximus XI Gene,LGA 1151,Intel Z390,3200 MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"", mSATA, U.2",Micro-ATX
MSI X79A-GD45,LGA 2011,Intel X79,2400 MHz,DDR3,"SATA III, PCIe, AHCI","2.5"", 3.5""",ATX
Gigabyte B360 Aorus Gaming 3 Wifi,LGA 1151,Intel B360,DDR4 2400,DDR4,"M.2, SATA III, USB","2.5"" HDD, M.2 SSD, SATA DVD",ATX
Gigabyte GA-X99-Ultra Gaming Rev. 1.0,LGA 2011-3,Intel X99,DDR4 3200,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", mSATA, M.2",ATX
MSI H310M Pro-D Plus,LGA 1151,Intel H310,DDR4 2400 MHz,DDR4,"SATA III, M.2 (Key M), PCIe NVMe",,Micro-ATX
Asus ROG Strix Z490-I Gaming,LGA 1200,Intel Z490,DDR4 3200 (OC),DDR4,"SATA III, M.2 NVMe",M.2,Mini-ITX
EVGA X299 Dark,LGA 2066,Intel X299,DDR4-2933,DDR4,"SATA III, PCIe NVMe","M.2, U.2, SATA",E-ATX
MSI H110I Pro AC,LGA 1151,Intel H110,DDR4 2400MHz,DDR4,"SATA III, M.2 (SATA & PCIe)",,Mini-ITX
Gigabyte GA-970-Gaming Rev. 1.0,AM3+,AMD 970,DDR3 1866 MHz (OC) / DDR3 1600 MHz (Non-OC),DDR3,"SATA III, IDE, PCIe x2 for Marvell SATA Controller",,ATX
Gigabyte H370 HD3,LGA 1151,Intel H370,DDR4-2666,DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD, M.2 NVMe SSD",ATX
Gigabyte GA-AX370-Gaming 3,AM4,AMD X370,DDR4 3200 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2 SATA","U.2, M.2 E-Key, M.2 B-Key",ATX
Asrock EPYC3251D4I-2T,Onboard CPU,SOC,DDR4-3200,DDR4,"SATA III, PCIe NVMe",None (assuming only Mini-ITX is supported),Mini-ITX
Gigabyte Z370N WiFi,LGA 1151,Intel Z370,DDR4 3200 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2 NVMe","M.2 (Key E), M.2 (Key M), U.2",Mini-ITX
Asrock H97M Anniversary,LGA 1150,Intel H97,DDR3 1600/1333/1066 MHz,DDR3,"SATA III, PCIe x4, M.2 (SATA and PCIe)","2.5-inch HDD, M.2 SSD",Micro-ATX
Asus B150 Pro Gaming,LGA 1151,Intel B150,"DDR4-2400 (or 2133MHz, depending on the RAM type)",DDR4 SDRAM,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD",ATX
Asus TUF Z370-Pro Gaming,LGA 1151,Intel Z370,DDR4 4800MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5"", 3.5""",ATX
Asus ROG Maximus VIII Impact,LGA 1151,Intel Z170,DDR4 3400,DDR4,"SATA III, PCIe NVMe",2.5-inch and M.2 SSDs,Mini-ITX
Biostar B250ET2,LGA 1151,Intel B250,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA/SPI)",,Micro-ATX
Asus ROG Strix Z270G Gaming,LGA 1151,Intel Z270,DDR4 3400 MHz (OC),DDR4,"SATA III, M.2 (NVMe), PCIe x16","U.2, M.2 (22x80mm, SATA/PCIe)",Micro-ATX
Asrock B150 Combo,LGA 1151,Intel B150,DDR4 2400,DDR4,"SATA III, M.2","2.5"", mSATA, M.2",ATX
MSI B350M Pro-VH Plus,AM4,AMD B350,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, M.2 SATA","PCIe x16, PCIe x4, USB-A, USB-C, HDMI, DisplayPort",Micro-ATX
Asus ROG Dominus Extreme,LGA 3647,Intel C621,DDR4-2933 (or higher with overclocking),DDR4,"SATA III, PCIe NVMe, M.2, U.2","2.5"", 3.5""",SSI-EEB
Asrock H110M-HDVP,LGA 1151,Intel H110,DDR4 2133,DDR4,"SATA III, M.2 (NAND), M.2 (SATA)","M.2, mSATA, UEFI, USB",Micro-ATX
ECS H110I-C33,LGA 1151,Intel H110,DDR4 2400MHz,DDR4,"SATA III, M.2","2.5-inch HDD, M.2 SSD",Mini-ITX
MSI B350 Krait Gaming,AM4,AMD B350,3200 MHz (Dual Channel),DDR4,"SATA III, M.2 NVMe, M.2 SATA","M.2 SSD, mSATA SSD, SATA HDD",ATX
SOYO SY-B250D4W+,LGA 1151,Intel B250,DDR4-2400,DDR4,"SATA III, PCIe NVMe","2.5"" HDD, M.2 SSD",Micro-ATX
Asrock H170M Pro4S,LGA 1151,Intel H170,DDR4 2133 (OC),DDR4,"SATA6Gb/s, M.2, PCIe",Micro-ATX,Micro-ATX
Gigabyte Z390 Aorus Xtreme Waterforce 5G,LGA 1151,Intel Z390,DDR4 4600MHz (OC),DDR4,"M.2 NVMe, SATA III, PCIe 3.0 x4","M.2, U.2, SATA III, PCIe",E-ATX
Asrock AB350M,AM4,AMD B350,3200MHz (according to Asrock's official documentation),DDR4,"SATA III, PCIe x2 (for NVMe), M.2 (with support for NVMe and AHCI)",Micro-ATX,Micro-ATX
Supermicro X11DPH-Tq,2x LGA 3647,Intel C628,DDR4-2933,DDR4,"SATA III, PCIe NVMe, M.2, U.2","2.5"" HDD, 3.5"" HDD, SSD",E-ATX
MSI Z97-GD65 Gaming,LGA 1150,Intel Z97,DDR3-3000 (although it may support lower speeds),DDR3,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD",ATX
Gigabyte GA-H170-HD3 DDR3,LGA 1151,Intel H170,2400MHz (DDR3-2400),DDR3,"SATA III, PCIe NVMe, M.2","2.5"", 3.5""",ATX
Asrock B150M-HDS,LGA 1151,Intel B150,2400 MHz (assuming it supports DDR4 memory),DDR4,"SATA III, M.2","2.5"" SSD",Micro-ATX
Asrock Fatal1ty FM2A88X+ Killer,FM2+,AMD A88X,2133 MHz (since it's an FM2+ motherboard),DDR3,"SATA III, eSATA, M.2, USB 3.0",ATX (since that's the form factor of the motherboard itself),ATX
MSI B150M PRO-VD,LGA 1151,Intel B150,DDR4-2133MHz,DDR4,"SATA III, M.2 NVMe, M.2 SATA",U.2,Micro-ATX
Gigabyte GA-Z270X-Gaming 8,LGA 1151,Intel Z270,2400MHz (DDR4),DDR4,"SATA III, PCIe NVMe, M.2","2.5"", M.2",ATX
Asrock Z170M-ITX/ac,LGA 1151,Intel Z170,DDR4 3200,DDR4,"SATA III, PCIe NVMe",,Mini-ITX
Asrock Fatal1ty Z170 Gaming K4,LGA 1151,Intel Z170,DDR4-3400(O.C.),DDR4,"SATA III, M.2 NVMe, UEFI Flash","2.5"" and 3.5"" HDDs, M.2 SSDs",ATX
ECS H110T-SI01,LGA 1151,Intel H110,DDR3-1600/DDR4-2133,DDR3/DDR4,"SATA III, M.2 (SATA/SPI)","mSATA, M.2",Thin Mini-ITX
Gigabyte GA-Z170X-UD5 TH,LGA 1151,Intel Z170,DDR4 2400 MHz,DDR4 SDRAM,"SATA III, M.2 (PCIe), M.2 (SATA), UFS","M.2, mSATA",ATX
NZXT N7 Z370 Black,LGA 1151,Intel Z370,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe","2.5"" and 3.5""",ATX
Asus Trooper B150 D3,LGA 1151,Intel B150,DDR4 2400MHz (assuming this is the maximum RAM speed supported by the board),DDR4 (assuming this is the type of memory supported by the board),"SATA III, PCIe NVMe, M.2 (based on common storage interfaces supported by Intel B150 chipset)","2.5"" HDD, M.2 SSD (based on common form factors supported by motherboard)",ATX
MSI H110M PRO-VDL,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 (SATA), M.2 (PCIe)","2.5-inch HDD, M.2 SSD",Micro-ATX
Asrock Fatal1ty B150 Gaming K4/Hyper,LGA 1151,Intel B150,DDR3-1600/PC3-12800 (but please note that this motherboard only supports DDR3 RAM),DDR3,"SATA III, M.2","mSATA, M.2",ATX
Asrock X299 Taichi XE,LGA 2066,Intel X299,DDR4-3200,DDR4,"SATA III, PCIe NVMe, M.2, U.2","M.2 (Key E), M.2 (Key M)",ATX
MSI Z270 Tomahawk OPT Boost,LGA 1151,Intel Z270,2400MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"", 3.5""",ATX
Maxsun MS-B250M Gaming,LGA 1151,Intel B250,DDR4 2400MHz,,"SATA6Gb/s, M.2 (SATA and PCIe)",,Micro-ATX
MSI Z97 Guard-Pro,LGA 1150,Intel Z97,DDR3-3200 (or up to 2133 MHz depending on the memory kit used),DDR3,"SATA III, PCIe NVMe, PCIe AHCI","2.5-inch SSD, mSATA SSD, M.2 NVMe SSD",ATX
MSI H310M Gaming Arctic,LGA 1151,Intel H310,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA and PCIe)","2.5"" HDD, M.2 SSD",Micro-ATX
Gigabyte GA-Z270X-Gaming 9,LGA 1151,Intel Z270,DDR4 3200MHz,DDR4,"M.2 NVMe, SATA III, UFS",,E-ATX
Asrock B550 Phantom Gaming 4/ac,AM4,AMD B550,DDR4 4800MHz/OC (supports DDR4-3200 and DDR5-5200),"DDR4, DDR5","SATA III, PCIe NVMe, M.2","M.2, U.2, SATA",ATX
MSI B150M Bazooka D3,LGA 1151,Intel B150,DDR4-2400,,"SATA III, PCIe x4, M.2, USB",,Micro-ATX
Gigabyte MZ31-AR0,SP3,None + None,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2","HDD, SSD",E-ATX
Asrock FM2A88X Extreme4+,FM2+,AMD A88X,1600 MHz (OC),DDR3,"SATA III, PCIe, M.2","mSATA, SATA, mPCIe, PCI-E",ATX
Asus E3-Pro V5,LGA 1151,Intel C232,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA & PCIe)","2.5-inch and 3.5-inch hard drives, M.2 SSDs",ATX
Supermicro X11DAi-N,2x LGA 3647,Intel C621,DDR4-2933,DDR4,"SATA III, M.2 NVMe, U.2 NVMe, SAS/SATA","2.5"", 3.5""",E-ATX
Gigabyte GA-B250-D3A,LGA 1151,Intel B250,DDR4 2400/2133 MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","M.2 (Key A and Key E), U.2",ATX
Asrock H110M-DVS/D3,LGA 1151,Intel H110,DDR4-2133 (assuming this is the maximum speed supported by the board),DDR4,"SATA III, M.2","2.5-inch, M.2",Micro-ATX
MSI MPG Z390I Gaming Edge AC,LGA 1151,Intel Z390,DDR4 3200 (OC),DDR4,"M.2 NVMe, SATA III, PCIe x4",M.2,Mini-ITX
Asrock H170 Pro4/Hyper,LGA 1151,Intel H170,2400MHz (assuming it supports DDR4-2400),DDR4,"SATA III, M.2","2.5"", 3.5""",ATX
Gigabyte GA-X150M-Pro ECC,LGA 1151,Intel C232,DDR4 2400MHz,DDR4,"SATA, PCIe NVMe","2.5"", M.2",Micro-ATX
Maxsun MS-A970FX Turbo,AM3+,AMD 970,DDR3 1600 MHz,DDR3,"SATA III, IDE",,Micro-ATX
Gigabyte GA-Z170N-WIFI Rev. 1.0,LGA 1151,Intel Z170,DDR4 2400/2133,DDR4,"SATA III, PCIe NVMe, M.2, UFS","M.2 SSD, mSATA SSD, USB Flash Drive",Mini-ITX
MSI B150I Gaming Pro AC,LGA 1151,Intel B150,DDR4 2400,DDR4,"SATA III, M.2 (SATA & PCIe), USB-C",,Mini-ITX
Asrock Fatal1ty Z170 Gaming K4/D3,LGA 1151,Intel Z170,DDR4-3400,DDR4 SDRAM,"SATA III, M.2, U.2","mSATA, SATA Express, M.2 (NGFF)",ATX
Asus TUF Z270 Mark 1,LGA 1151,Intel Z270,DDR4-3200 (OC) / DDR4-2400 (non-OC),DDR4,"SATA III, M.2 (NVMe), U.2","2.5"", 3.5""",ATX
Asrock IMB-790,LGA 1151,Intel Q170,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5-inch HDD, M.2 SSD",ATX
Gigabyte GA-AB350M-Gaming 3,AM4,AMD B350,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe","2.5"", M.2",Micro-ATX
Asrock X99 OC Formula/3.1,LGA 2011-3,Intel X99,DDR4 3200 (OC),DDR4,"SATA III, PCIe NVMe, M.2, UEFI","2.5"" HDD, M.2 SSD",E-ATX
Gigabyte GA-AX370M-Gaming 3,AM4,AMD X370,DDR4 3200 MHz,DDR4,"M.2 NVMe, SATA III, U.2",,Micro-ATX
Asrock X470 Master SLI,AM4,AMD X470,DDR4 3200,DDR4,"SATA6Gb/s, M.2 (Key E), M.2 (Key M)",,ATX
Asrock Z170M OC Formula,LGA 1151,Intel Z170,3866MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2","2.5"" HDD, M.2 SSD, mSATA SSD",Micro-ATX
Asrock Z97 Extreme9,LGA 1150,Intel Z97,DDR3 3200 (OC) / DDR3 2400 (Standard),DDR3,"SATA III, PCIe NVMe","2.5"" HDD, M.2 SSD, mSATA",ATX
Asus Prime H370-Plus,LGA 1151,Intel H370,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5-inch HDD, M.2 SSD",ATX
Asrock 970 Pro3 R2.0,AM3+,AMD 970,DDR-2600,DDR3,"SATA III, PCIe NVMe","2.5"", 3.5""",ATX
Gigabyte GA-970A-UD3P Rev. 1.0,AM3+,AMD 970,DDR3-1866,DDR3,"SATA III, SATA II, IDE","2.5"", 3.5""",ATX
Fujitsu D3410-B2,LGA 1151,Intel B150,DDR3 1600/DDR4 2133,,"SATA III, M.2 NVMe","UEFI Shell, USB, SD/MMC",Micro-ATX
Biostar B250GT5,LGA 1151,Intel B250,DDR4 2400,,"SATA, M.2 (NVMe), PCIe","2.5""",ATX
Asus TUF Z390M-Pro Gaming (Wi-Fi),LGA 1151,Intel Z390,DDR4 4400 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","HDD, SSD, M.2 NVMe",Micro-ATX
Asrock X570 Aqua,AM4,AMD X570,3200 MHz (or higher),DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD, U.2 SSD",E-ATX
Gigabyte GA-B150M-DS3H DDR3,LGA 1151,Intel B150,1600MHz (assuming it's a DDR3 RAM speed),DDR3,"SATA III, M.2 (SATA and PCIe), USB","2.5-inch HDD, M.2 SSD",Micro-ATX
Gigabyte GA-B150N Phoenix-WIFI,LGA 1151,Intel B150,DDR4 2133,DDR4,"SATA III, M.2 (SATA and PCIe)","2.5""",Mini-ITX
Fujitsu D3598-B,LGA 2066,Intel C422,DDR4-2400,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch, mSATA, M.2, U.2",ATX
Gigabyte GA-X150M-Plus WS,LGA 1151,Intel C232,DDR4 2133,DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
Asrock B150TM-ITX TPM R2.0,LGA 1151,Intel B150,DDR4-2400,,"SATA III, M.2 (NVMe), M.2 (SATA)",,Thin Mini-ITX
EVGA Z270 Stinger,LGA 1151,Intel Z270,DDR4 3200MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5-inch HDD, M.2 SSD",Mini-ITX
Colorful Battle Flag C.X370AK X5,AM4,AMD X370,DDR4 3200 MHz,DDR4,"SATA III, PCIe NVMe, M.2","M.2, SATA",ATX
Biostar B365MHC,LGA 1151,Intel B365,DDR4 2400MHz (or 3200MHz depending on the specific RAM module),DDR4,"SATA III, M.2 NVMe","2.5"", M.2",Micro-ATX
Gigabyte GA-Z270X-UD5,LGA 1151,Intel Z270,DDR4 3200MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2",,ATX
Asus ROG Strix Z370-I Gaming,LGA 1151,Intel Z370,DDR4-3200,DDR4,"SATA III, PCIe NVMe","M.2 (SATA & PCIe), U.2",Mini-ITX
Asrock H110M-DGS/D3,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 (SATA & PCIe), USB-C","2.5"" and 3.5""",Micro-ATX
Biostar TA990FXE,AM3+,AMD 990FX,DDR3-1866 (2400MHz ECC),DDR3,"SATA III, PCIe x2, PCIe x4","SSD, HDD",ATX
Asrock B460M-HDV,LGA 1200,Intel B460,DDR4 3200,DDR4,"SATA III, M.2 (NVMe/SATA)","2.5""",Micro-ATX
Gigabyte GA-Z170X-UD5,LGA 1151,Intel Z170,DDR4 3200 MHz,DDR4,"SATA III, PCIe NVMe, M.2, USB-C, UFS","2.5"", 3.5"", M.2",ATX
Asus WS C422 PRO/SE,LGA 2066,Intel C422,DDR4-2400,DDR4,"SATA III, M.2, U.2","AHCI, RAID",ATX
EVGA X99 FTW,LGA 2011-3,Intel X99,DDR4 2133MHz (or OC to 3200MHz),DDR4,"SATA III, PCIe NVMe, M.2","2.5"" HDD, mSATA SSD, M.2 SSD",E-ATX
Asus ROG Strix B250I Gaming,LGA 1151,Intel B250,DDR4 2400MHz,DDR4,"SATA III, M.2 (Key E)",,Mini-ITX
MSI Z170A Krait Gaming R6 Siege,LGA 1151,Intel Z170,DDR4-3200,DDR4,"SATA III, M.2 NVMe, PCIe x4",M.2,ATX
Asrock X99E-ITX/ac,LGA 2011-3,Intel X99,DDR4 3200 MHz,DDR4,"SATA III, M.2 (SATA and PCIe), U.2",Mini-ITX,Mini-ITX
Gigabyte GA-H110M-D3H R2 TPM,LGA 1151,Intel H110,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA and PCIe)","2.5"" HDD, M.2 SSD",Micro-ATX
Biostar TPower X79,LGA 2011,Intel X79,DDR3-1866MHz (or higher with overclocking),DDR3,"SATA III, eSATA, PCIe x2","2.5"" and 3.5"" HDDs, SSDs, M.2 SSDs",ATX
Asrock 880GM-LE,AM3,AMD 880G,DDR2-1066,DDR2,"SATA II, IDE, USB",,Micro-ATX
MSI Z170A SLI Plus,LGA 1151,Intel Z170,DDR4 2400MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", 3.5""",ATX
MSI Z270 MPower Gaming Titanium,LGA 1151,Intel Z270,DDR4-3866MHz (OC),DDR4,"SATA III, PCIe x4, M.2 NVMe","2.5"" and 3.5"" HDD, M.2 SSD",ATX
Sapphire Pure Black X79N,LGA 2011,Intel X79,DDR3 2400MHz,DDR3,"SATA III, PCIe x16","2.5"" and 3.5""",ATX
Gigabyte GA-X58A-OC,LGA 1366,Intel X58,DDR3-3200,DDR3,"SATA II, SATA III, PCIe x4","2.5"", 3.5""",E-ATX
Asrock Q170M vPro,LGA 1151,Intel Q170,DDR4-2400,DDR4,"SATA6Gb/s, M.2 (Key E), PCIe x4",,Micro-ATX
Asrock X99 Extreme4,LGA 2011-3,Intel X99,DDR4 3200,DDR4,"SATA III, PCIe NVMe","2.5"", 3.5""",ATX
ECS A970M-A Deluxe,AM3+,AMD 970,DDR3-1866,DDR3,"SATA III, PCIe","2.5"", 3.5""",ATX
MSI X79A-GD45 (8D),LGA 2011,Intel X79,1600MHz,DDR3,"SATA III, PCIe, AHCI","2.5""",ATX
MSI B360M Pro-VH,LGA 1151,Intel B360,DDR4 2400,DDR4,"SATA III, PCIe x2","2.5"" and 3.5""",Micro-ATX
Gigabyte GA-Z270X-Gaming 5,LGA 1151,Intel Z270,2400 MHz (OC) / 2133 MHz (Native),DDR4,"SATA III, M.2 NVMe, U.2, PCIe 3.0 x4 for NVMe/SATA drives","M.2, mSATA, SATA III, U.2, PCIe",ATX
Asrock B150M-ITX/D3,LGA 1151,Intel B150,DDR4 2133 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x2","2.5-inch hard drive, M.2 SSD",Mini-ITX
Asrock H97M-ITX/ac,LGA 1150,Intel H97,DDR3 1600/1333 MHz,DDR3,"SATA III, USB-C, M.2","mSATA, micro-SD, SD-card",Mini-ITX
Biostar Hi-Fi A70U3P Rev. 1.4,FM2+,AMD A70M,DDR3 2133MHz,,"SATA III, M.2 SATA","mSATA, UEFI, PCIE",Micro-ATX
Asus ROG Maximus V Formula/ThunderFX,LGA 1155,Intel Z77,DDR3 2600 (OC),DDR3,"SATA III, PCIe, M.2, USB","2.5"", 3.5""",E-ATX
Gigabyte GA-Z170-Gaming K3 Rev. 1.0,LGA 1151,Intel Z170,DDR4 2400MHz,DDR4,"SATA III, M.2, PCIe NVMe","2.5"", 3.5""",ATX
Gigabyte GA-Z170X-Gaming GT,LGA 1151,Intel Z170,DDR4-3200,DDR4,"SATA III, M.2, PCIe NVMe","mSATA, M.2, U.2",ATX
SOYO SY-Gaming Z270,LGA 1151,Intel Z270,DDR4 3200MHz (OC),DDR4,"SATA III, PCIe x4, M.2, U.2","SATA III, mSATA, M.2, U.2",ATX
Asrock X570 Phantom Gaming X,AM4,AMD X570,3200 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","U.2, mSATA, M.2",ATX
MSI Z370I Gaming Pro Carbon AC,LGA 1151,Intel Z370,2400MHz ( DDR4 ),DDR4,"SATA III, PCIe NVMe","M.2, U.2, SATA, PCIe",Mini-ITX
Asus ROG Maximus VIII Formula,LGA 1151,Intel Z170,DDR4-3200,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","SSD (2x M.2, 6x SATA), HDD (2x SATA)",ATX
MSI Z170A-G45 Gaming,LGA 1151,Intel Z170,DDR4-3400,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch, M.2",ATX
Gigabyte G1.Assassin,LGA 1366,Intel X58,DDR3 2400MHz,DDR3,"SATA III, eSATA, PCIe x16","2.5"", 3.5""",XL-ATX
Asrock A320M-DVS R3.0,AM4,AMD A320,2400 MHz,DDR4,"SATA III, M.2 (SATA and PCIe), USB",,Micro-ATX
Asrock B550 Phantom Gaming 4,AM4,AMD B550,DDR4-4733 (OC) / DDR4-4600 (Unlocked),DDR4,"SATA III, M.2 NVMe, M.2 SATA, U.2","PCIe x16 Gen 4, PCIe x4 Gen 3, PCIe x1, PCI, M.2, U.2, SATA III, USB",ATX
Colorful iGame Z270I-WF Gaming,LGA 1151,Intel Z270,DDR4 2400MHz,DDR4,"SATA III, M.2, PCIe NVMe","2.5-inch HDD, M.2 SSD",Mini-ITX
Supermicro X11DPH-T,2x LGA 3647,Intel C624,DDR4-2933MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"", 3.5""",E-ATX
Asrock H110M Combo-G,LGA 1151,Intel H110,DDR4 2133MHz,DDR4,"SATA III, M.2 (Key E)",,Micro-ATX
Asrock H170M-ITX/ac,LGA 1151,Intel H170,DDR4 2133MHz,DDR4 SDRAM,"SATA III, M.2 (SATA & PCIe), USB-C",Mini-ITX,Mini-ITX
Gigabyte GA-X170-WS ECC,LGA 1151,Intel C236,DDR4 2400,DDR4,"SATA III, M.2 NVMe, PCIe","AHCI, UEFI",ATX
Supermicro X11SSH-F,LGA 1151,Intel C236,DDR4-2400,DDR4,"SATA III, M.2 NVMe, PCIe","2.5"", M.2",Micro-ATX
MSI X79A-GD65 (8D),LGA 2011,Intel X79,DDR3-2400 MHz,DDR3,"SATA III, PCIe x4, AHCI","2.5"", 3.5""",ATX
Asrock AB350M Pro4/Dash,AM4,AMD B350,3200MHz (or OC to 3866MHz),DDR4,"SATA III, M.2",,Micro-ATX
Gigabyte GA-990FXA-UD7 Rev. 3.0,AM3+,AMD 990FX,DDR3 2400 MHz,DDR3,"SATA III, PCIe x2, M.2 (M key)","2.5"", 3.5""",E-ATX
ECS A960M-M2,AM3+,AMD 760G,DDR3-1333,DDR3,"SATA II, IDE","2.5"" HDD, SSD, CD/DVD ROM, Floppy Disk Drive",Micro-ATX
Asrock B150M Pro4S/D3,LGA 1151,Intel B150,DDR4 2133MHz,DDR4,"SATA6Gb/s, PCIe x2 NVMe","2.5"", mSATA",Micro-ATX
Asus WS Z390 Pro,LGA 1151,Intel Z390,DDR4 3200MHz,DDR4,"M.2, SATA III, PCIe NVMe","M.2, U.2, SATA, mSATA",ATX
Asrock B550 Taichi,AM4,AMD B550,4800 MHz,DDR4/DDR5 (depending on the installed memory modules),"SATA III, PCIe NVMe, M.2, USB-C",UEFI,ATX
Asrock Z490M Pro4,LGA 1200,Intel Z490,DDR4 4800(O.C.),DDR4,"SATA, M.2 NVMe PCIe",,Micro-ATX
